enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR01489,LRN0116,CRS002,2024-01-01,2024-01-21,2024-01-25,Completed,100,2024-01-25,65.73,2,2,Yes
ENR01786,LRN0422,CRS017,2024-02-10,2024-03-01,,Dropped,17,2024-02-21,,1,,No
ENR00195,LRN0237,CRS037,2024-01-06,2024-02-15,,Dropped,29,2024-01-10,,1,,No
ENR00223,LRN0326,CRS013,2024-02-04,2024-04-24,,Dropped,5,2024-02-11,,3,,No
ENR01140,LRN0134,CRS039,2024-01-28,2024-04-17,,Not Started,0,,,1,,No
ENR00501,LRN0119,CRS050,2024-01-31,2024-02-10,2024-02-03,Completed,100,2024-02-03,85.05,1,4,Yes
ENR01279,LRN0383,CRS001,2024-01-17,2024-02-16,2024-02-13,Completed,100,2024-02-13,99.16,1,3,Yes
ENR01590,LRN0104,CRS025,2024-02-14,2024-03-25,,In Progress,42,2024-02-16,,2,4,No
ENR00618,LRN0427,CRS018,2024-01-19,2024-02-18,,Dropped,28,2024-01-27,,1,,No
ENR01678,LRN0049,CRS042,2024-01-06,2024-01-16,,In Progress,57,2024-03-26,,2,,No
ENR00168,LRN0099,CRS035,2024-02-18,2024-05-08,,In Progress,86,2024-03-09,,1,,No
ENR01983,LRN0166,CRS057,2024-01-27,2024-02-06,,Dropped,29,2024-01-30,,1,,No
ENR01303,LRN0447,CRS047,2024-03-14,2024-05-13,,Dropped,5,2024-03-27,,1,,No
ENR00103,LRN0274,CRS055,2024-03-17,2024-03-27,2024-03-21,Completed,100,2024-03-21,60.65,1,5,Yes
ENR01407,LRN0331,CRS042,2024-01-22,2024-02-01,,In Progress,34,2024-01-25,,2,,No
ENR01278,LRN0114,CRS028,2024-02-27,2024-04-07,,Dropped,28,2024-03-10,,1,,No
ENR00007,LRN0272,CRS031,2024-02-24,2024-03-05,2024-03-15,Completed,100,2024-03-15,49.22,2,5,No
ENR01787,LRN0057,CRS037,2024-01-22,2024-03-02,,In Progress,70,2024-01-30,,2,,No
ENR00251,LRN0402,CRS055,2024-03-05,2024-03-15,2024-03-15,Completed,100,2024-03-15,88.83,1,5,Yes
ENR01574,LRN0243,CRS043,2024-02-16,2024-05-06,2024-03-22,Completed,100,2024-03-22,85.18,1,1,Yes
ENR01911,LRN0341,CRS046,2024-01-14,2024-02-23,,In Progress,86,,,1,,No
ENR01546,LRN0470,CRS060,2024-03-12,2024-04-11,2024-03-17,Completed,100,2024-03-17,56.5,2,3,No
ENR00980,LRN0383,CRS045,2024-02-20,2024-03-01,2024-02-23,Completed,100,2024-02-23,73.06,1,5,Yes
ENR01771,LRN0474,CRS017,2024-01-09,2024-01-29,,In Progress,39,2024-01-30,,2,,No
ENR01718,LRN0405,CRS055,2024-02-29,2024-03-10,2024-03-13,Completed,100,2024-03-13,61.52,2,5,Yes
ENR01657,LRN0276,CRS010,2024-02-25,2024-03-16,,In Progress,73,,,3,,No
ENR01327,LRN0264,CRS008,2024-01-05,2024-03-25,2024-03-31,Completed,100,2024-03-31,88.59,1,1,Yes
ENR01258,LRN0055,CRS036,2024-02-20,2024-03-11,2024-02-23,Completed,100,2024-02-23,97.34,1,3,Yes
ENR01267,LRN0271,CRS008,2024-03-16,2024-06-04,,In Progress,87,2024-03-17,,1,,No
ENR01585,LRN0047,CRS041,2024-02-18,2024-03-19,2024-02-25,Completed,100,2024-02-25,46.7,1,5,No
ENR01052,LRN0435,CRS016,2024-02-06,2024-02-26,2024-02-11,Completed,100,2024-02-11,63.49,1,5,Yes
ENR00541,LRN0026,CRS015,2024-01-15,2024-01-25,,In Progress,74,,,2,,No
ENR01122,LRN0056,CRS047,2024-02-09,2024-04-09,,Dropped,16,2024-02-15,,1,,No
ENR00661,LRN0197,CRS056,2024-01-11,2024-03-11,2024-02-18,Completed,100,2024-02-18,97.15,1,3,Yes
ENR01872,LRN0120,CRS020,2024-03-11,2024-03-21,2024-03-14,Completed,100,2024-03-14,62.92,2,3,Yes
ENR00482,LRN0287,CRS002,2024-02-23,2024-03-14,2024-02-26,Completed,100,2024-02-26,78.84,1,2,Yes
ENR01960,LRN0292,CRS049,2024-01-02,2024-02-11,2024-02-21,Completed,100,2024-02-21,61.14,1,2,Yes
ENR01216,LRN0268,CRS013,2024-03-15,2024-06-03,,Not Started,0,,,1,,No
ENR01131,LRN0295,CRS018,2024-01-01,2024-01-31,,In Progress,55,2024-02-14,,1,,No
ENR00880,LRN0384,CRS049,2024-02-28,2024-04-08,,In Progress,80,2024-03-20,,1,,No
ENR00440,LRN0331,CRS002,2024-01-09,2024-01-29,,In Progress,48,2024-03-02,,1,,No
ENR01849,LRN0026,CRS006,2024-01-12,2024-01-22,,Dropped,0,2024-01-12,,1,,No
ENR01610,LRN0473,CRS037,2024-01-28,2024-03-08,,Not Started,0,,,1,,No
ENR01593,LRN0115,CRS021,2024-01-27,2024-02-16,2024-02-14,Completed,100,2024-02-14,77.65,1,2,Yes
ENR00815,LRN0292,CRS052,2024-03-06,2024-05-25,,Not Started,0,,,1,,No
ENR01255,LRN0085,CRS017,2024-01-11,2024-01-31,,In Progress,33,2024-02-21,,1,,No
ENR01124,LRN0024,CRS055,2024-02-13,2024-02-23,2024-03-03,Completed,100,2024-03-03,58.26,1,2,No
ENR01176,LRN0490,CRS006,2024-03-05,2024-03-15,,In Progress,59,2024-03-15,,1,,No
ENR01152,LRN0417,CRS010,2024-03-17,2024-04-06,,In Progress,71,2024-03-25,,1,,No
ENR01973,LRN0012,CRS053,2024-02-21,2024-05-11,,In Progress,80,2024-02-28,,2,,No
ENR01249,LRN0269,CRS001,2024-02-21,2024-03-22,,In Progress,57,,,1,,No
ENR00656,LRN0346,CRS053,2024-03-02,2024-05-21,2024-03-31,Completed,100,2024-03-31,54.87,1,5,No
ENR01506,LRN0359,CRS039,2024-01-28,2024-04-17,2024-03-11,Completed,100,2024-03-11,78.48,1,5,Yes
ENR00438,LRN0303,CRS025,2024-01-31,2024-03-11,,In Progress,12,2024-02-18,,1,,No
ENR00749,LRN0380,CRS039,2024-02-15,2024-05-05,,Dropped,26,2024-02-20,,1,,No
ENR01868,LRN0114,CRS037,2024-01-18,2024-02-27,2024-03-07,Completed,100,,61.11,1,1,Yes
ENR01799,LRN0017,CRS032,2024-02-07,2024-02-17,,In Progress,26,,,1,,No
ENR00116,LRN0024,CRS043,2024-02-26,2024-05-16,,Dropped,5,2024-03-07,,2,,No
ENR00544,LRN0058,CRS033,2024-01-10,2024-02-19,2024-01-25,Completed,100,,76.37,2,4,Yes
ENR00906,LRN0317,CRS028,2024-01-16,2024-02-25,,In Progress,46,2024-03-23,,1,,No
ENR01522,LRN0293,CRS033,2024-02-20,2024-03-31,2024-02-23,Completed,100,2024-02-23,61.68,1,3,Yes
ENR01931,LRN0380,CRS017,2024-01-17,2024-02-06,2024-01-20,Completed,100,2024-01-20,72.59,1,3,Yes
ENR00503,LRN0165,CRS007,2024-02-27,2024-04-07,2024-03-31,Completed,100,2024-03-31,76.56,1,3,Yes
ENR01368,LRN0301,CRS058,2024-02-01,2024-03-02,2024-03-05,Completed,100,2024-03-05,80.21,1,2,Yes
ENR00154,LRN0056,CRS007,2024-01-02,2024-02-11,,In Progress,85,2024-01-10,,1,,No
ENR00619,LRN0286,CRS058,2024-02-25,2024-03-26,,In Progress,13,2024-03-07,,2,,No
ENR01420,LRN0084,CRS034,2024-01-31,2024-02-20,2024-02-03,Completed,100,2024-02-03,53.3,1,5,No
ENR01488,LRN0456,CRS014,2024-01-25,2024-02-24,,In Progress,49,2024-03-01,,1,,No
ENR01828,LRN0457,CRS047,2024-02-03,2024-04-03,2024-02-06,Completed,100,2024-02-06,98.39,1,2,Yes
ENR00765,LRN0378,CRS060,2024-01-05,2024-02-04,,Dropped,24,2024-01-17,,1,,No
ENR00127,LRN0065,CRS020,2024-03-13,2024-03-23,,In Progress,74,2024-03-15,,1,,No
ENR00902,LRN0201,CRS011,2024-02-08,2024-02-18,,Dropped,35,2024-02-21,,1,,No
ENR01426,LRN0197,CRS051,2024-01-12,2024-04-01,2024-03-31,Completed,100,2024-03-31,57.94,1,3,No
ENR00111,LRN0157,CRS024,2024-02-08,2024-03-09,2024-02-11,Completed,100,2024-02-11,88.52,1,5,Yes
ENR01946,LRN0126,CRS024,2024-01-26,2024-02-25,,In Progress,27,2024-02-17,,1,,No
ENR00648,LRN0235,CRS026,2024-01-22,2024-02-01,,In Progress,35,2024-02-09,,2,,No
ENR00193,LRN0295,CRS020,2024-03-16,2024-03-26,2024-03-31,Completed,100,2024-03-31,82.67,1,1,Yes
ENR01018,LRN0440,CRS028,2024-02-05,2024-03-16,,Dropped,14,,,1,,No
ENR01109,LRN0119,CRS016,2024-01-06,2024-01-26,,Dropped,25,2024-01-16,,1,,No
ENR01827,LRN0367,CRS024,2024-01-02,2024-02-01,,In Progress,65,2024-02-25,,1,,No
ENR00472,LRN0233,CRS037,2024-02-14,2024-03-25,2024-02-17,Completed,100,2024-02-17,72.44,1,4,Yes
ENR00904,LRN0493,CRS007,2024-01-09,2024-02-18,,Not Started,0,,,1,,No
ENR00139,LRN0362,CRS039,2024-01-27,2024-04-16,2024-03-31,Completed,100,2024-03-31,66.78,2,5,Yes
ENR01548,LRN0025,CRS008,2024-03-04,2024-05-23,2024-03-19,Completed,100,2024-03-19,92.83,2,1,Yes
ENR00408,LRN0439,CRS031,2024-01-16,2024-01-26,2024-02-05,Completed,100,,95.27,1,4,Yes
ENR00767,LRN0177,CRS013,2024-03-14,2024-06-02,,In Progress,68,2024-03-20,,1,,No
ENR01479,LRN0026,CRS060,2024-02-15,2024-03-16,,Dropped,23,2024-02-24,,1,,No
ENR00056,LRN0281,CRS039,2024-02-18,2024-05-08,2024-03-16,Completed,100,2024-03-16,54.79,3,4,No
ENR01183,LRN0430,CRS002,2024-03-16,2024-04-05,2024-03-31,Completed,100,2024-03-31,55.71,2,2,No
ENR01033,LRN0028,CRS023,2024-02-29,2024-05-19,,Not Started,0,,,2,,No
ENR01400,LRN0377,CRS049,2024-03-02,2024-04-11,2024-03-24,Completed,100,2024-03-24,64.01,1,4,Yes
ENR00129,LRN0318,CRS019,2024-01-22,2024-03-22,2024-03-18,Completed,100,2024-03-18,60.03,1,4,Yes
ENR00724,LRN0218,CRS037,2024-02-20,2024-03-31,,Dropped,25,2024-02-20,,1,,No
ENR01595,LRN0437,CRS021,2024-02-07,2024-02-27,,Not Started,0,,,1,,No
ENR00269,LRN0357,CRS031,2024-02-07,2024-02-17,,Dropped,13,2024-02-10,,2,,No
ENR00033,LRN0202,CRS057,2024-02-18,2024-02-28,,Not Started,0,,,2,,No
ENR01129,LRN0275,CRS048,2024-01-31,2024-02-10,2024-02-17,Completed,100,2024-02-17,60.24,1,1,Yes
ENR00864,LRN0490,CRS050,2024-02-22,2024-03-03,2024-02-25,Completed,100,2024-02-25,63.57,2,4,Yes
ENR00316,LRN0079,CRS047,2024-03-06,2024-05-05,2024-03-31,Completed,100,2024-03-31,87.17,2,2,Yes
ENR01805,LRN0450,CRS014,2024-01-28,2024-02-27,2024-01-31,Completed,100,2024-01-31,46.0,1,2,No
ENR01539,LRN0205,CRS039,2024-01-19,2024-04-08,2024-03-01,Completed,100,2024-03-01,76.66,1,4,Yes
ENR00022,LRN0280,CRS028,2024-03-01,2024-04-10,,In Progress,45,2024-03-31,,2,,No
ENR00917,LRN0437,CRS001,2024-02-08,2024-03-09,2024-02-12,Completed,100,,61.29,1,4,Yes
ENR00063,LRN0431,CRS016,2024-03-07,2024-03-27,,In Progress,16,2024-03-25,,1,,No
ENR01906,LRN0093,CRS035,2024-01-12,2024-04-01,2024-03-20,Completed,100,2024-03-20,51.48,1,3,No
ENR01110,LRN0295,CRS001,2024-01-27,2024-02-26,,Dropped,0,2024-02-09,,1,,No
ENR01524,LRN0291,CRS027,2024-02-14,2024-03-15,2024-03-21,Completed,100,2024-03-21,78.25,1,2,Yes
ENR00286,LRN0482,CRS045,2024-01-19,2024-01-29,,In Progress,90,2024-01-28,,1,,No
ENR00861,LRN0341,CRS026,2024-01-18,2024-01-28,,Dropped,15,2024-01-21,,1,,No
ENR01850,LRN0060,CRS016,2024-01-14,2024-02-03,,Dropped,6,2024-01-21,,1,,No
ENR01538,LRN0012,CRS035,2024-01-02,2024-03-22,,In Progress,49,2024-03-21,,1,,No
ENR00481,LRN0351,CRS046,2024-02-15,2024-03-26,,In Progress,69,,,1,,No
ENR00025,LRN0351,CRS008,2024-03-09,2024-05-28,,Dropped,28,2024-03-22,,1,,No
ENR00779,LRN0422,CRS011,2024-02-01,2024-02-11,2024-02-04,Completed,100,2024-02-04,80.53,1,2,Yes
ENR01328,LRN0142,CRS049,2024-01-12,2024-02-21,,In Progress,76,2024-03-06,,1,1,No
ENR00645,LRN0260,CRS007,2024-02-23,2024-04-03,,In Progress,83,2024-03-11,,1,5,No
ENR00108,LRN0214,CRS053,2024-01-21,2024-04-10,2024-02-01,Completed,100,2024-02-01,71.66,1,5,Yes
ENR01014,LRN0177,CRS024,2024-02-18,2024-03-19,2024-03-11,Completed,100,2024-03-11,84.83,2,1,Yes
ENR01458,LRN0416,CRS042,2024-01-19,2024-01-29,,Dropped,29,2024-01-27,,1,,No
ENR00253,LRN0088,CRS049,2024-01-12,2024-02-21,2024-02-21,Completed,100,2024-02-21,46.61,2,3,No
ENR00306,LRN0004,CRS040,2024-02-28,2024-03-29,2024-03-16,Completed,100,2024-03-16,50.89,1,2,No
ENR01175,LRN0111,CRS009,2024-02-21,2024-03-12,,In Progress,15,2024-03-06,,2,,No
ENR00344,LRN0330,CRS060,2024-01-06,2024-02-05,2024-01-09,Completed,100,,59.72,2,5,No
ENR00322,LRN0242,CRS018,2024-01-13,2024-02-12,,In Progress,72,2024-02-14,,1,,No
ENR01892,LRN0442,CRS002,2024-01-31,2024-02-20,,Dropped,16,2024-02-08,,1,,No
ENR01395,LRN0409,CRS034,2024-02-19,2024-03-10,,Not Started,0,,,1,,No
ENR00677,LRN0088,CRS044,2024-02-19,2024-05-09,2024-02-22,Completed,100,2024-02-22,81.34,1,1,Yes
ENR00580,LRN0494,CRS057,2024-02-06,2024-02-16,,In Progress,51,2024-03-05,,1,,No
ENR00581,LRN0490,CRS021,2024-01-15,2024-02-04,2024-02-04,Completed,100,2024-02-04,83.77,1,4,Yes
ENR00433,LRN0184,CRS016,2024-01-10,2024-01-30,2024-01-28,Completed,100,,65.46,1,1,Yes
ENR01085,LRN0097,CRS035,2024-02-02,2024-04-22,,Dropped,5,2024-02-16,,3,,No
ENR00718,LRN0499,CRS033,2024-03-01,2024-04-10,,In Progress,18,2024-03-06,,1,,No
ENR00713,LRN0043,CRS031,2024-01-26,2024-02-05,2024-02-08,Completed,100,,56.82,1,5,No
ENR00798,LRN0157,CRS007,2024-01-12,2024-02-21,,In Progress,89,2024-02-21,,1,,No
ENR01684,LRN0166,CRS029,2024-01-27,2024-04-16,2024-03-26,Completed,100,2024-03-26,77.62,2,2,Yes
ENR01193,LRN0271,CRS029,2024-01-25,2024-04-14,2024-02-19,Completed,100,2024-02-19,71.23,1,5,Yes
ENR01990,LRN0441,CRS060,2024-01-01,2024-01-31,2024-01-20,Completed,100,2024-01-20,97.46,1,2,Yes
ENR01436,LRN0290,CRS040,2024-02-21,2024-03-22,2024-03-25,Completed,100,2024-03-25,70.25,1,2,Yes
ENR00255,LRN0473,CRS035,2024-03-03,2024-05-22,2024-03-31,Completed,100,2024-03-31,63.3,1,5,Yes
ENR01342,LRN0115,CRS042,2024-01-09,2024-01-19,2024-01-22,Completed,100,2024-01-22,69.15,1,4,Yes
ENR01361,LRN0409,CRS055,2024-02-20,2024-03-01,2024-03-06,Completed,100,2024-03-06,47.48,1,4,No
ENR01451,LRN0468,CRS053,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,59.4,1,1,No
ENR01580,LRN0038,CRS013,2024-03-14,2024-06-02,2024-03-31,Completed,100,2024-03-31,68.65,2,4,Yes
ENR00585,LRN0420,CRS003,2024-02-09,2024-02-29,,In Progress,83,2024-02-23,,2,,No
ENR00577,LRN0035,CRS032,2024-03-12,2024-03-22,,In Progress,14,2024-03-17,,1,,No
ENR01141,LRN0152,CRS025,2024-03-09,2024-04-18,,In Progress,84,2024-03-11,,1,,No
ENR00586,LRN0057,CRS040,2024-02-12,2024-03-13,2024-03-12,Completed,100,2024-03-12,46.1,1,4,No
ENR01382,LRN0161,CRS016,2024-02-22,2024-03-13,,Not Started,0,,,1,,No
ENR01809,LRN0479,CRS030,2024-03-15,2024-05-14,,In Progress,89,2024-03-29,,1,3,No
ENR00281,LRN0484,CRS043,2024-01-01,2024-03-21,2024-01-04,Completed,100,2024-01-04,97.04,1,3,Yes
ENR00560,LRN0467,CRS027,2024-02-27,2024-03-28,,Dropped,18,2024-03-04,,1,,No
ENR01520,LRN0215,CRS032,2024-01-02,2024-01-12,,In Progress,61,2024-02-17,,1,,No
ENR01346,LRN0229,CRS052,2024-01-02,2024-03-22,2024-01-30,Completed,100,,54.08,1,2,No
ENR01276,LRN0268,CRS014,2024-02-24,2024-03-25,,In Progress,22,2024-03-06,,1,,No
ENR01010,LRN0345,CRS032,2024-02-25,2024-03-06,,Dropped,21,2024-03-04,,1,,No
ENR00715,LRN0001,CRS017,2024-02-22,2024-03-13,,In Progress,90,2024-03-24,,1,,No
ENR01740,LRN0041,CRS018,2024-02-13,2024-03-14,,In Progress,89,2024-02-14,,1,,No
ENR01797,LRN0065,CRS014,2024-02-29,2024-03-30,2024-03-03,Completed,100,2024-03-03,94.93,1,3,Yes
ENR00089,LRN0079,CRS042,2024-02-16,2024-02-26,2024-02-19,Completed,100,2024-02-19,51.76,1,4,No
ENR01534,LRN0233,CRS026,2024-03-16,2024-03-26,,Dropped,17,2024-03-27,,1,,No
ENR01093,LRN0017,CRS051,2024-02-10,2024-04-30,2024-03-31,Completed,100,,90.22,1,1,Yes
ENR01632,LRN0328,CRS035,2024-01-30,2024-04-19,,In Progress,66,2024-03-28,,1,,No
ENR01208,LRN0402,CRS036,2024-02-18,2024-03-09,,In Progress,62,2024-03-11,,1,,No
ENR01402,LRN0066,CRS008,2024-03-12,2024-05-31,,In Progress,74,2024-03-19,,1,,No
ENR00383,LRN0046,CRS005,2024-01-23,2024-03-03,,Dropped,16,2024-01-30,,3,,No
ENR00230,LRN0224,CRS017,2024-02-14,2024-03-05,,In Progress,57,2024-03-16,,1,,No
ENR00474,LRN0021,CRS014,2024-02-06,2024-03-07,,Dropped,3,2024-02-07,,1,3,No
ENR00751,LRN0440,CRS007,2024-02-15,2024-03-26,2024-02-29,Completed,100,2024-02-29,91.01,1,3,Yes
ENR00958,LRN0180,CRS048,2024-02-22,2024-03-03,,In Progress,38,2024-02-28,,1,,No
ENR01556,LRN0063,CRS013,2024-02-18,2024-05-08,,In Progress,29,2024-03-11,,1,,No
ENR01202,LRN0481,CRS004,2024-02-22,2024-04-22,,In Progress,81,2024-02-23,,1,,No
ENR00943,LRN0478,CRS031,2024-01-23,2024-02-02,2024-01-26,Completed,100,2024-01-26,84.86,1,5,Yes
ENR01331,LRN0497,CRS004,2024-02-06,2024-04-06,2024-03-31,Completed,100,2024-03-31,97.46,1,2,Yes
ENR00324,LRN0302,CRS034,2024-02-17,2024-03-08,2024-02-29,Completed,100,2024-02-29,56.55,1,1,No
ENR01461,LRN0276,CRS006,2024-01-28,2024-02-07,,Not Started,0,,,1,3,No
ENR00538,LRN0009,CRS029,2024-01-02,2024-03-22,,In Progress,71,2024-02-16,,1,,No
ENR00048,LRN0362,CRS030,2024-02-25,2024-04-25,2024-03-31,Completed,100,2024-03-31,47.24,1,5,No
ENR01583,LRN0357,CRS037,2024-03-08,2024-04-17,,In Progress,79,2024-03-23,,1,,No
ENR00748,LRN0064,CRS006,2024-01-23,2024-02-02,,In Progress,25,2024-03-29,,1,,No
ENR00294,LRN0366,CRS010,2024-01-17,2024-02-06,2024-01-29,Completed,100,2024-01-29,47.91,1,3,No
ENR00060,LRN0217,CRS006,2024-02-24,2024-03-05,,Dropped,11,,,1,,No
ENR00486,LRN0380,CRS038,2024-03-06,2024-04-05,,Dropped,13,2024-03-06,,1,,No
ENR01811,LRN0498,CRS038,2024-03-06,2024-04-05,2024-03-15,Completed,100,2024-03-15,58.7,1,1,No
ENR00338,LRN0382,CRS045,2024-02-18,2024-02-28,,Not Started,0,,,1,,No
ENR01609,LRN0299,CRS022,2024-03-01,2024-03-21,,Not Started,0,,,1,,No
ENR00090,LRN0004,CRS016,2024-03-01,2024-03-21,2024-03-28,Completed,100,2024-03-28,54.42,1,4,No
ENR00444,LRN0276,CRS001,2024-01-07,2024-02-06,2024-01-10,Completed,100,2024-01-10,51.09,2,1,No
ENR01708,LRN0278,CRS019,2024-02-11,2024-04-11,2024-03-05,Completed,100,2024-03-05,78.04,1,1,Yes
ENR00248,LRN0097,CRS001,2024-02-11,2024-03-12,2024-02-29,Completed,100,2024-02-29,93.04,3,3,Yes
ENR01555,LRN0471,CRS014,2024-02-20,2024-03-21,,In Progress,21,,,1,,No
ENR00017,LRN0153,CRS056,2024-01-09,2024-03-09,,Not Started,0,,,1,,No
ENR00545,LRN0219,CRS057,2024-02-06,2024-02-16,2024-02-11,Completed,100,2024-02-11,78.38,1,4,Yes
ENR00879,LRN0464,CRS011,2024-01-07,2024-01-17,,In Progress,43,,,1,,No
ENR00180,LRN0438,CRS049,2024-03-10,2024-04-19,,Not Started,0,,,1,,No
ENR01088,LRN0301,CRS048,2024-01-09,2024-01-19,,Not Started,0,,,1,,No
ENR01731,LRN0148,CRS011,2024-02-07,2024-02-17,2024-02-25,Completed,100,2024-02-25,96.58,1,3,Yes
ENR00091,LRN0341,CRS016,2024-01-20,2024-02-09,,Dropped,26,2024-01-28,,1,,No
ENR00760,LRN0275,CRS029,2024-01-18,2024-04-07,,Dropped,0,2024-01-30,,1,,No
ENR00018,LRN0047,CRS026,2024-01-18,2024-01-28,2024-01-31,Completed,100,2024-01-31,85.4,2,5,Yes
ENR01665,LRN0423,CRS049,2024-02-22,2024-04-02,,In Progress,88,2024-03-31,,1,,No
ENR01362,LRN0145,CRS054,2024-02-18,2024-03-29,2024-02-28,Completed,100,,84.62,2,4,Yes
ENR00811,LRN0429,CRS004,2024-02-28,2024-04-28,,In Progress,85,2024-03-30,,1,,No
ENR00812,LRN0287,CRS029,2024-03-12,2024-05-31,,In Progress,71,2024-03-23,,2,,No
ENR00086,LRN0310,CRS043,2024-01-14,2024-04-03,,Dropped,28,2024-01-28,,1,,No
ENR01843,LRN0257,CRS056,2024-03-05,2024-05-04,,Dropped,4,2024-03-16,,1,,No
ENR00806,LRN0225,CRS027,2024-03-12,2024-04-11,,In Progress,34,2024-03-30,,1,,No
ENR01685,LRN0115,CRS039,2024-02-04,2024-04-24,,In Progress,11,2024-03-15,,1,,No
ENR00678,LRN0288,CRS023,2024-01-11,2024-03-31,2024-03-13,Completed,100,2024-03-13,65.31,1,3,Yes
ENR00100,LRN0175,CRS049,2024-01-21,2024-03-01,2024-03-06,Completed,100,2024-03-06,74.7,1,3,Yes
ENR00822,LRN0286,CRS004,2024-02-17,2024-04-17,2024-02-20,Completed,100,2024-02-20,98.0,1,1,Yes
ENR01059,LRN0146,CRS003,2024-02-20,2024-03-11,,Dropped,10,2024-03-01,,1,,No
ENR00796,LRN0407,CRS011,2024-01-27,2024-02-06,,In Progress,61,2024-03-08,,1,,No
ENR00443,LRN0166,CRS056,2024-02-25,2024-04-25,2024-03-02,Completed,100,2024-03-02,55.51,2,3,No
ENR01848,LRN0032,CRS045,2024-01-26,2024-02-05,2024-02-04,Completed,100,2024-02-04,75.29,1,5,Yes
ENR01464,LRN0031,CRS026,2024-02-04,2024-02-14,,Not Started,0,,,1,,No
ENR01138,LRN0272,CRS058,2024-03-16,2024-04-15,,Dropped,21,2024-03-30,,2,,No
ENR01243,LRN0332,CRS006,2024-02-06,2024-02-16,2024-02-21,Completed,100,2024-02-21,75.01,1,1,Yes
ENR01833,LRN0002,CRS033,2024-02-20,2024-03-31,,Dropped,24,2024-03-02,,2,,No
ENR00266,LRN0281,CRS026,2024-02-13,2024-02-23,,In Progress,54,2024-03-14,,1,,No
ENR01772,LRN0183,CRS029,2024-02-29,2024-05-19,2024-03-29,Completed,100,2024-03-29,86.69,1,1,Yes
ENR01663,LRN0354,CRS005,2024-01-06,2024-02-15,2024-02-09,Completed,100,2024-02-09,58.91,1,1,No
ENR01454,LRN0295,CRS024,2024-01-01,2024-01-31,,In Progress,23,2024-02-29,,3,,No
ENR01695,LRN0001,CRS036,2024-03-10,2024-03-30,,In Progress,15,2024-03-16,,1,,No
ENR00788,LRN0129,CRS023,2024-01-11,2024-03-31,2024-03-31,Completed,100,2024-03-31,89.33,1,4,Yes
ENR00283,LRN0262,CRS014,2024-01-13,2024-02-12,,In Progress,40,2024-01-18,,1,,No
ENR00028,LRN0212,CRS060,2024-02-12,2024-03-13,,Dropped,6,2024-02-26,,2,,No
ENR01570,LRN0336,CRS004,2024-02-19,2024-04-19,2024-03-31,Completed,100,2024-03-31,92.55,1,1,Yes
ENR01263,LRN0046,CRS021,2024-02-07,2024-02-27,,In Progress,51,2024-02-27,,1,,No
ENR01390,LRN0359,CRS019,2024-01-07,2024-03-07,2024-02-13,Completed,100,,78.2,1,1,Yes
ENR00770,LRN0033,CRS051,2024-02-16,2024-05-06,,In Progress,79,2024-02-17,,1,,No
ENR01344,LRN0026,CRS032,2024-03-02,2024-03-12,,In Progress,39,2024-03-09,,2,,No
ENR00670,LRN0099,CRS037,2024-02-03,2024-03-14,,Not Started,0,,,1,,No
ENR00509,LRN0052,CRS008,2024-03-04,2024-05-23,2024-03-31,Completed,100,2024-03-31,74.73,1,3,Yes
ENR00369,LRN0310,CRS054,2024-01-10,2024-02-19,,Dropped,30,2024-01-17,,1,,No
ENR00835,LRN0015,CRS004,2024-02-08,2024-04-08,2024-03-19,Completed,100,2024-03-19,98.03,1,4,Yes
ENR01332,LRN0090,CRS008,2024-01-26,2024-04-15,2024-03-31,Completed,100,2024-03-31,68.93,1,5,Yes
ENR01700,LRN0341,CRS055,2024-02-07,2024-02-17,,In Progress,16,2024-03-14,,1,,No
ENR00794,LRN0472,CRS027,2024-01-04,2024-02-03,,Dropped,16,2024-01-17,,1,,No
ENR00996,LRN0327,CRS016,2024-01-27,2024-02-16,,In Progress,33,2024-03-10,,2,,No
ENR01873,LRN0216,CRS017,2024-01-20,2024-02-09,,In Progress,25,2024-03-14,,1,,No
ENR01767,LRN0106,CRS036,2024-03-01,2024-03-21,,In Progress,55,2024-03-24,,3,,No
ENR01181,LRN0313,CRS051,2024-02-14,2024-05-04,2024-02-17,Completed,100,2024-02-17,49.19,1,1,No
ENR00500,LRN0016,CRS055,2024-01-21,2024-01-31,2024-02-06,Completed,100,2024-02-06,50.84,2,4,No
ENR01972,LRN0469,CRS028,2024-03-16,2024-04-25,,In Progress,13,2024-03-22,,1,,No
ENR01173,LRN0114,CRS052,2024-01-19,2024-04-08,,Dropped,6,2024-01-20,,1,,No
ENR01447,LRN0427,CRS054,2024-01-06,2024-02-15,2024-02-19,Completed,100,2024-02-19,72.82,1,5,Yes
ENR00800,LRN0166,CRS002,2024-01-15,2024-02-04,2024-01-29,Completed,100,2024-01-29,94.99,1,5,Yes
ENR00593,LRN0100,CRS054,2024-02-09,2024-03-20,,Dropped,32,2024-02-15,,1,,No
ENR00131,LRN0046,CRS026,2024-01-16,2024-01-26,,Dropped,35,2024-01-27,,3,,No
ENR00909,LRN0244,CRS051,2024-02-05,2024-04-25,,In Progress,52,2024-03-12,,1,,No
